symbol,name,sector_group,sector_name,industry_code,industry_name
126870,뉴로스,general,일반,291,일반 목적용 기계 제조업
134780,에스엠화진,general,일반,303,자동차 신품 부품 제조업
136510,스마트솔루션즈,general,일반,292,특수 목적용 기계 제조업
138490,코오롱플라스틱,general,일반,202,합성고무 및 플라스틱 물질 제조업
138580,비즈니스온,general,일반,582,소프트웨어 개발 및 공급업
138690,엘아이에스,general,일반,292,특수 목적용 기계 제조업
139050,BF랩스,general,일반,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
148140,비디아이,general,일반,291,일반 목적용 기계 제조업
150840,인트로메딕,general,일반,271,의료용 기기 제조업
151910,SBW생명과학,general,일반,262,전자부품 제조업
158310,참존글로벌,general,일반,292,특수 목적용 기계 제조업
160600,이큐셀,general,일반,292,특수 목적용 기계 제조업
161570,THE MIDONG,general,일반,265,영상 및 음향기기 제조업
164060,이루다,general,일반,271,의료용 기기 제조업
174880,장원테크,general,일반,264,통신 및 방송 장비 제조업
181340,이즈미디어,general,일반,272,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
192520,경남은행,bank,은행,641,은행 및 저축기관
192530,광주은행,bank,은행,641,은행 및 저축기관
194510,넥스쳐,general,일반,582,소프트웨어 개발 및 공급업
204210,스타리츠,general,일반,681,부동산 임대 및 공급업
204630,스튜디오산타클로스,general,일반,901,창작 및 예술관련 서비스업
208340,파멥신,general,일반,212,의약품 제조업
214310,에스엘에너지,general,일반,261,반도체 제조업
214870,뉴지랩파마,general,일반,465,기계장비 및 관련 물품 도매업
222810,세토피아,general,일반,241,1차 철강 제조업
226350,아이엠텍,general,일반,262,전자부품 제조업
226360,KH 건설,general,일반,412,토목 건설업
226440,한송네오텍,general,일반,292,특수 목적용 기계 제조업
230980,비유테크놀러지,general,일반,582,소프트웨어 개발 및 공급업
268600,셀리버리,general,일반,701,자연과학 및 공학 연구개발업
282690,동아타이어,general,일반,221,고무제품 제조업
287410,제이시스메디칼,general,일반,271,의료용 기기 제조업
298870,우리벤처파트너스,general,일반,649,기타 금융업
299910,베스파,general,일반,582,소프트웨어 개발 및 공급업
323230,엠에프엠코리아,general,일반,143,편조의복 제조업
450140,코오롱모빌리티그룹,general,일반,451,자동차 판매업
900280,골든센츄리,general,일반,649,기타 금융업
950110,SBI핀테크솔루션즈,general,일반,582,소프트웨어 개발 및 공급업
